Coverage,GMM (Mean Risk),GMM (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev)
0.07380073800738007,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.07564575645756458,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.07749077490774908,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.07933579335793357,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.08118081180811808,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.08302583025830258,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.08487084870848709,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.08671586715867159,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.08856088560885608,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.09040590405904059,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.09225092250922509,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.0940959409594096,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.0959409594095941,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.09778597785977859,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.0996309963099631,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.1014760147601476,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.1033210332103321,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.10516605166051661,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.1070110701107011,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.1088560885608856,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.11070110701107011,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.11254612546125461,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.11439114391143912,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.11623616236162361,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.11808118081180811,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.11992619926199262,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.12177121771217712,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
